John Smith,30093,Main Street Cityville State,-4980400.5
Emily Johnson,30426,Oak Avenue,-5037073
Michael Davis,30759,Pine Road,-5093745.5
John Smith,31092,Main Street Cityville State,-5150418
Emily Johnson,31425,Oak Avenue,-5207090.5
Michael Davis,31758,Pine Road,-5263763
John Smith,32091,Main Street Cityville State,-5320435.5
Emily Johnson,32424,Oak Avenue,-5377108
Michael Davis,32757,Pine Road,-5433780.5
John Smith,33090,Main Street Cityville State,-5490453
Emily Johnson,33423,Oak Avenue,-5547125.5
Michael Davis,33756,Pine Road,-5603798
John Smith,34089,Main Street Cityville State,-5660470.5
Emily Johnson,34422,Oak Avenue,-5717143
John Smith,34755,Main Street Cityville State,-5773815.5
Emily Johnson,35088,Oak Avenue,-5830488
Michael Davis,35421,Pine Road,-5887160.5
John Smith,35754,Main Street Cityville State,-5943833
John Smith,36087,Main Street Cityville State,-6000505.5
Emily Johnson,36420,Oak Avenue,-6057178
John Smith,36753,Main Street Cityville State,-6113850.5
Emily Johnson,37086,Oak Avenue,-6170523
Michael Davis,37419,Pine Road,-6227195.5
John Smith,37752,Main Street Cityville State,-6283868
Emily Johnson,38085,Oak Avenue,-6340540.5
Michael Davis,38418,Pine Road,-6397213
John Smith,38751,Main Street Cityville State,-6453885.5
Emily Johnson,39084,Oak Avenue,-6510558
Michael Davis,39417,Pine Road,-6567230.5
John Smith,39750,Main Street Cityville State,-6623903
Emily Johnson,40083,Oak Avenue,-6680575.5
Michael Davis,40416,Pine Road,-6737248
John Smith,40749,Main Street Cityville State,-6793920.5
Emily Johnson,41082,Oak Avenue,-6850593
Michael Davis,41415,Pine Road,-6907265.5
John Smith,41748,Main Street Cityville State,-6963938
Emily Johnson,42081,Oak Avenue,-7020610.5
Michael Davis,42414,Pine Road,-7077283
John Smith,42747,Main Street Cityville State,-7133955.5
Emily Johnson,43080,Oak Avenue,-7190628
Michael Davis,43413,Pine Road,-7247300.5
John Smith,43746,Main Street Cityville State,-7303973
Emily Johnson,44079,Oak Avenue,-7360645.5
John Smith,44412,Main Street Cityville State,-7417318
Emily Johnson,44745,Oak Avenue,-7473990.5
Michael Davis,45078,Pine Road,-7530663
John Smith,45411,Main Street Cityville State,-7587335.5
John Smith,45744,Main Street Cityville State,-7644008
Emily Johnson,46077,Oak Avenue,-7700680.5
John Smith,46410,Main Street Cityville State,-7757353
Emily Johnson,46743,Oak Avenue,-7814025.5
Michael Davis,47076,Pine Road,-7870698
John Smith,47409,Main Street Cityville State,-7927370.5
Emily Johnson,47742,Oak Avenue,-7984043
Michael Davis,48075,Pine Road,-8040715.5
John Smith,48408,Main Street Cityville State,-8097388
Emily Johnson,48741,Oak Avenue,-8154060.5
Michael Davis,49074,Pine Road,-8210733
John Smith,49407,Main Street Cityville State,-8267405.5
Emily Johnson,49740,Oak Avenue,-8324078
Michael Davis,50073,Pine Road,-8380750.5
John Smith,50406,Main Street Cityville State,-8437423
Emily Johnson,50739,Oak Avenue,-8494095.5
Michael Davis,51072,Pine Road,-8550768
John Smith,51405,Main Street Cityville State,-8607440.5
Emily Johnson,51738,Oak Avenue,-8664113
Michael Davis,52071,Pine Road,-8720785.5
John Smith,52404,Main Street Cityville State,-8777458
Emily Johnson,52737,Oak Avenue,-8834130.5
Michael Davis,53070,Pine Road,-8890803
John Smith,53403,Main Street Cityville State,-8947475.5
Emily Johnson,53736,Oak Avenue,-9004148
John Smith,54069,Main Street Cityville State,-9060820.5
Emily Johnson,54402,Oak Avenue,-9117493
Michael Davis,54735,Pine Road,-9174165.5
John Smith,55068,Main Street Cityville State,-9230838
John Smith,55401,Main Street Cityville State,-9287510.5
Emily Johnson,55734,Oak Avenue,-9344183
John Smith,56067,Main Street Cityville State,-9400855.5
Emily Johnson,56400,Oak Avenue,-9457528
Michael Davis,56733,Pine Road,-9514200.5
John Smith,57066,Main Street Cityville State,-9570873
Emily Johnson,57399,Oak Avenue,-9627545.5
Michael Davis,57732,Pine Road,-9684218
John Smith,58065,Main Street Cityville State,-9740890.5
Emily Johnson,58398,Oak Avenue,-9797563
Michael Davis,58731,Pine Road,-9854235.5
John Smith,59064,Main Street Cityville State,-9910908
Emily Johnson,59397,Oak Avenue,-9967580.5
Michael Davis,59730,Pine Road,-10024253
John Smith,60063,Main Street Cityville State,-10080925.5
Emily Johnson,60396,Oak Avenue,-10137598
Michael Davis,60729,Pine Road,-10194270.5
John Smith,61062,Main Street Cityville State,-10250943
Emily Johnson,61395,Oak Avenue,-10307615.5
Michael Davis,61728,Pine Road,-10364288
John Smith,62061,Main Street Cityville State,-10420960.5
Emily Johnson,62394,Oak Avenue,-10477633
Michael Davis,62727,Pine Road,-10534305.5
John Smith,63060,Main Street Cityville State,-10590978
Emily Johnson,63393,Oak Avenue,-10647650.5
John Smith,63726,Main Street Cityville State,-10704323
Emily Johnson,64059,Oak Avenue,-10760995.5
Michael Davis,64392,Pine Road,-10817668
John Smith,64725,Main Street Cityville State,-10874340.5
John Smith,65058,Main Street Cityville State,-10931013
Emily Johnson,65391,Oak Avenue,-10987685.5
John Smith,65724,Main Street Cityville State,-11044358
Emily Johnson,66057,Oak Avenue,-11101030.5
Michael Davis,66390,Pine Road,-11157703
John Smith,66723,Main Street Cityville State,-11214375.5
Emily Johnson,67056,Oak Avenue,-11271048
Michael Davis,67389,Pine Road,-11327720.5
John Smith,67722,Main Street Cityville State,-11384393
Emily Johnson,68055,Oak Avenue,-11441065.5
Michael Davis,68388,Pine Road,-11497738
John Smith,68721,Main Street Cityville State,-11554410.5
Emily Johnson,69054,Oak Avenue,-11611083
Michael Davis,69387,Pine Road,-11667755.5
John Smith,69720,Main Street Cityville State,-11724428
Emily Johnson,70053,Oak Avenue,-11781100.5
Michael Davis,70386,Pine Road,-11837773
John Smith,70719,Main Street Cityville State,-11894445.5
Emily Johnson,71052,Oak Avenue,-11951118
Michael Davis,71385,Pine Road,-12007790.5
John Smith,71718,Main Street Cityville State,-12064463
Emily Johnson,72051,Oak Avenue,-12121135.5
Michael Davis,72384,Pine Road,-12177808
John Smith,72717,Main Street Cityville State,-12234480.5
Emily Johnson,73050,Oak Avenue,-12291153
John Smith,73383,Main Street Cityville State,-12347825.5
Emily Johnson,73716,Oak Avenue,-12404498
Michael Davis,74049,Pine Road,-12461170.5
John Smith,74382,Main Street Cityville State,-12517843
John Smith,74715,Main Street Cityville State,-12574515.5
Emily Johnson,75048,Oak Avenue,-12631188
John Smith,75381,Main Street Cityville State,-12687860.5
Emily Johnson,75714,Oak Avenue,-12744533
Michael Davis,76047,Pine Road,-12801205.5
John Smith,76380,Main Street Cityville State,-12857878
Emily Johnson,76713,Oak Avenue,-12914550.5
Michael Davis,77046,Pine Road,-12971223
John Smith,77379,Main Street Cityville State,-13027895.5
Emily Johnson,77712,Oak Avenue,-13084568
Michael Davis,78045,Pine Road,-13141240.5
John Smith,78378,Main Street Cityville State,-13197913
Emily Johnson,78711,Oak Avenue,-13254585.5
Michael Davis,79044,Pine Road,-13311258
John Smith,79377,Main Street Cityville State,-13367930.5
Emily Johnson,79710,Oak Avenue,-13424603
Michael Davis,80043,Pine Road,-13481275.5
John Smith,80376,Main Street Cityville State,-13537948
Emily Johnson,80709,Oak Avenue,-13594620.5
Michael Davis,81042,Pine Road,-13651293
John Smith,81375,Main Street Cityville State,-13707965.5
Emily Johnson,81708,Oak Avenue,-13764638
Michael Davis,82041,Pine Road,-13821310.5
John Smith,82374,Main Street Cityville State,-13877983
Emily Johnson,82707,Oak Avenue,-13934655.5
John Smith,83040,Main Street Cityville State,-13991328
Emily Johnson,83373,Oak Avenue,-14048000.5
Michael Davis,83706,Pine Road,-14104673
John Smith,84039,Main Street Cityville State,-14161345.5
John Smith,84372,Main Street Cityville State,-14218018
Emily Johnson,84705,Oak Avenue,-14274690.5
John Smith,85038,Main Street Cityville State,-14331363
Emily Johnson,85371,Oak Avenue,-14388035.5
Michael Davis,85704,Pine Road,-14444708
John Smith,86037,Main Street Cityville State,-14501380.5
Emily Johnson,86370,Oak Avenue,-14558053
Michael Davis,86703,Pine Road,-14614725.5
John Smith,87036,Main Street Cityville State,-14671398
Emily Johnson,87369,Oak Avenue,-14728070.5
Michael Davis,87702,Pine Road,-14784743
John Smith,88035,Main Street Cityville State,-14841415.5
Emily Johnson,88368,Oak Avenue,-14898088
Michael Davis,88701,Pine Road,-14954760.5
John Smith,89034,Main Street Cityville State,-15011433
Emily Johnson,89367,Oak Avenue,-15068105.5
Michael Davis,89700,Pine Road,-15124778
John Smith,90033,Main Street Cityville State,-15181450.5
Emily Johnson,90366,Oak Avenue,-15238123
Michael Davis,90699,Pine Road,-15294795.5
John Smith,91032,Main Street Cityville State,-15351468
Emily Johnson,91365,Oak Avenue,-15408140.5
Michael Davis,91698,Pine Road,-15464813
John Smith,92031,Main Street Cityville State,-15521485.5
Emily Johnson,92364,Oak Avenue,-15578158
John Smith,92697,Main Street Cityville State,-15634830.5
Emily Johnson,93030,Oak Avenue,-15691503
Michael Davis,93363,Pine Road,-15748175.5
John Smith,93696,Main Street Cityville State,-15804848
John Smith,94029,Main Street Cityville State,-15861520.5
Emily Johnson,94362,Oak Avenue,-15918193
John Smith,94695,Main Street Cityville State,-15974865.5
Emily Johnson,95028,Oak Avenue,-16031538
Michael Davis,95361,Pine Road,-16088210.5
John Smith,95694,Main Street Cityville State,-16144883
Emily Johnson,96027,Oak Avenue,-16201555.5
Michael Davis,96360,Pine Road,-16258228
John Smith,96693,Main Street Cityville State,-16314900.5
Emily Johnson,97026,Oak Avenue,-16371573
Michael Davis,97359,Pine Road,-16428245.5
John Smith,97692,Main Street Cityville State,-16484918
Emily Johnson,98025,Oak Avenue,-16541590.5
Michael Davis,98358,Pine Road,-16598263
John Smith,98691,Main Street Cityville State,-16654935.5
Emily Johnson,99024,Oak Avenue,-16711608
Michael Davis,99357,Pine Road,-16768280.5
John Smith,99690,Main Street Cityville State,-16824953
Emily Johnson,100023,Oak Avenue,-16881625.5
Michael Davis,100356,Pine Road,-16938298
John Smith,100689,Main Street Cityville State,-16994970.5
Emily Johnson,101022,Oak Avenue,-17051643
Michael Davis,101355,Pine Road,-17108315.5
John Smith,101688,Main Street Cityville State,-17164988
Emily Johnson,102021,Oak Avenue,-17221660.5
John Smith,102354,Main Street Cityville State,-17278333
Emily Johnson,102687,Oak Avenue,-17335005.5
Michael Davis,103020,Pine Road,-17391678
John Smith,103353,Main Street Cityville State,-17448350.5
John Smith,103686,Main Street Cityville State,-17505023
Emily Johnson,104019,Oak Avenue,-17561695.5
John Smith,104352,Main Street Cityville State,-17618368
Emily Johnson,104685,Oak Avenue,-17675040.5
Michael Davis,105018,Pine Road,-17731713
John Smith,105351,Main Street Cityville State,-17788385.5
Emily Johnson,105684,Oak Avenue,-17845058
Michael Davis,106017,Pine Road,-17901730.5
John Smith,106350,Main Street Cityville State,-17958403
Emily Johnson,106683,Oak Avenue,-18015075.5
Michael Davis,107016,Pine Road,-18071748
John Smith,107349,Main Street Cityville State,-18128420.5
Emily Johnson,107682,Oak Avenue,-18185093
Michael Davis,108015,Pine Road,-18241765.5
John Smith,108348,Main Street Cityville State,-18298438
Emily Johnson,108681,Oak Avenue,-18355110.5
Michael Davis,109014,Pine Road,-18411783
John Smith,109347,Main Street Cityville State,-18468455.5
Emily Johnson,109680,Oak Avenue,-18525128
Michael Davis,110013,Pine Road,-18581800.5
John Smith,110346,Main Street Cityville State,-18638473
Emily Johnson,110679,Oak Avenue,-18695145.5
Michael Davis,111012,Pine Road,-18751818
John Smith,111345,Main Street Cityville State,-18808490.5
Emily Johnson,111678,Oak Avenue,-18865163
John Smith,112011,Main Street Cityville State,-18921835.5
Emily Johnson,112344,Oak Avenue,-18978508
Michael Davis,112677,Pine Road,-19035180.5
John Smith,113010,Main Street Cityville State,-19091853
John Smith,113343,Main Street Cityville State,-19148525.5
Emily Johnson,113676,Oak Avenue,-19205198
John Smith,114009,Main Street Cityville State,-19261870.5
Emily Johnson,114342,Oak Avenue,-19318543
Michael Davis,114675,Pine Road,-19375215.5
John Smith,115008,Main Street Cityville State,-19431888
Emily Johnson,115341,Oak Avenue,-19488560.5
Michael Davis,115674,Pine Road,-19545233
John Smith,116007,Main Street Cityville State,-19601905.5
Emily Johnson,116340,Oak Avenue,-19658578
Michael Davis,116673,Pine Road,-19715250.5
John Smith,117006,Main Street Cityville State,-19771923
Emily Johnson,117339,Oak Avenue,-19828595.5
Michael Davis,117672,Pine Road,-19885268
John Smith,118005,Main Street Cityville State,-19941940.5
Emily Johnson,118338,Oak Avenue,-19998613
Michael Davis,118671,Pine Road,-20055285.5
John Smith,119004,Main Street Cityville State,-20111958
Emily Johnson,119337,Oak Avenue,-20168630.5
Michael Davis,119670,Pine Road,-20225303
John Smith,120003,Main Street Cityville State,-20281975.5
Emily Johnson,120336,Oak Avenue,-20338648
Michael Davis,120669,Pine Road,-20395320.5
John Smith,121002,Main Street Cityville State,-20451993
Emily Johnson,121335,Oak Avenue,-20508665.5
John Smith,121668,Main Street Cityville State,-20565338
Emily Johnson,122001,Oak Avenue,-20622010.5
Michael Davis,122334,Pine Road,-20678683
John Smith,122667,Main Street Cityville State,-20735355.5
John Smith,123000,Main Street Cityville State,-20792028
Emily Johnson,123333,Oak Avenue,-20848700.5
John Smith,123666,Main Street Cityville State,-20905373
Emily Johnson,123999,Oak Avenue,-20962045.5
Michael Davis,124332,Pine Road,-21018718
John Smith,124665,Main Street Cityville State,-21075390.5
Emily Johnson,124998,Oak Avenue,-21132063
Michael Davis,125331,Pine Road,-21188735.5
John Smith,125664,Main Street Cityville State,-21245408
Emily Johnson,125997,Oak Avenue,-21302080.5
Michael Davis,126330,Pine Road,-21358753
John Smith,126663,Main Street Cityville State,-21415425.5
Emily Johnson,126996,Oak Avenue,-21472098
Michael Davis,127329,Pine Road,-21528770.5
John Smith,127662,Main Street Cityville State,-21585443
Emily Johnson,127995,Oak Avenue,-21642115.5
Michael Davis,128328,Pine Road,-21698788
John Smith,128661,Main Street Cityville State,-21755460.5
Emily Johnson,128994,Oak Avenue,-21812133
Michael Davis,129327,Pine Road,-21868805.5
John Smith,129660,Main Street Cityville State,-21925478
Emily Johnson,129993,Oak Avenue,-21982150.5
Michael Davis,130326,Pine Road,-22038823
John Smith,130659,Main Street Cityville State,-22095495.5
Emily Johnson,130992,Oak Avenue,-22152168
John Smith,131325,Main Street Cityville State,-22208840.5
Emily Johnson,131658,Oak Avenue,-22265513
Michael Davis,131991,Pine Road,-22322185.5
John Smith,132324,Main Street Cityville State,-22378858
John Smith,132657,Main Street Cityville State,-22435530.5
Emily Johnson,132990,Oak Avenue,-22492203
John Smith,133323,Main Street Cityville State,-22548875.5
Emily Johnson,133656,Oak Avenue,-22605548
Michael Davis,133989,Pine Road,-22662220.5
John Smith,134322,Main Street Cityville State,-22718893
Emily Johnson,134655,Oak Avenue,-22775565.5
Michael Davis,134988,Pine Road,-22832238
John Smith,135321,Main Street Cityville State,-22888910.5
Emily Johnson,135654,Oak Avenue,-22945583
Michael Davis,135987,Pine Road,-23002255.5
John Smith,136320,Main Street Cityville State,-23058928
Emily Johnson,136653,Oak Avenue,-23115600.5
Michael Davis,136986,Pine Road,-23172273
John Smith,137319,Main Street Cityville State,-23228945.5
Emily Johnson,137652,Oak Avenue,-23285618
Michael Davis,137985,Pine Road,-23342290.5
John Smith,138318,Main Street Cityville State,-23398963
Emily Johnson,138651,Oak Avenue,-23455635.5
Michael Davis,138984,Pine Road,-23512308
John Smith,139317,Main Street Cityville State,-23568980.5
Emily Johnson,139650,Oak Avenue,-23625653
Michael Davis,139983,Pine Road,-23682325.5
John Smith,140316,Main Street Cityville State,-23738998
Emily Johnson,140649,Oak Avenue,-23795670.5
John Smith,140982,Main Street Cityville State,-23852343
Emily Johnson,141315,Oak Avenue,-23909015.5
Michael Davis,141648,Pine Road,-23965688
John Smith,141981,Main Street Cityville State,-24022360.5
John Smith,142314,Main Street Cityville State,-24079033
Emily Johnson,142647,Oak Avenue,-24135705.5
John Smith,142980,Main Street Cityville State,-24192378
Emily Johnson,143313,Oak Avenue,-24249050.5
Michael Davis,143646,Pine Road,-24305723
John Smith,143979,Main Street Cityville State,-24362395.5
Emily Johnson,144312,Oak Avenue,-24419068
Michael Davis,144645,Pine Road,-24475740.5
John Smith,144978,Main Street Cityville State,-24532413
Emily Johnson,145311,Oak Avenue,-24589085.5
Michael Davis,145644,Pine Road,-24645758
John Smith,145977,Main Street Cityville State,-24702430.5
Emily Johnson,146310,Oak Avenue,-24759103
Michael Davis,146643,Pine Road,-24815775.5
John Smith,146976,Main Street Cityville State,-24872448
Emily Johnson,147309,Oak Avenue,-24929120.5
Michael Davis,147642,Pine Road,-24985793
John Smith,147975,Main Street Cityville State,-25042465.5
Emily Johnson,148308,Oak Avenue,-25099138
Michael Davis,148641,Pine Road,-25155810.5
John Smith,148974,Main Street Cityville State,-25212483
Emily Johnson,149307,Oak Avenue,-25269155.5
Michael Davis,149640,Pine Road,-25325828
John Smith,149973,Main Street Cityville State,-25382500.5
Emily Johnson,150306,Oak Avenue,-25439173
John Smith,150639,Main Street Cityville State,-25495845.5
Emily Johnson,150972,Oak Avenue,-25552518
Michael Davis,151305,Pine Road,-25609190.5
John Smith,151638,Main Street Cityville State,-25665863
John Smith,151971,Main Street Cityville State,-25722535.5
Emily Johnson,152304,Oak Avenue,-25779208
John Smith,152637,Main Street Cityville State,-25835880.5
Emily Johnson,152970,Oak Avenue,-25892553
Michael Davis,153303,Pine Road,-25949225.5
John Smith,153636,Main Street Cityville State,-26005898
Emily Johnson,153969,Oak Avenue,-26062570.5
Michael Davis,154302,Pine Road,-26119243
John Smith,154635,Main Street Cityville State,-26175915.5
Emily Johnson,154968,Oak Avenue,-26232588
Michael Davis,155301,Pine Road,-26289260.5
John Smith,155634,Main Street Cityville State,-26345933
Emily Johnson,155967,Oak Avenue,-26402605.5
Michael Davis,156300,Pine Road,-26459278
John Smith,156633,Main Street Cityville State,-26515950.5
Emily Johnson,156966,Oak Avenue,-26572623
Michael Davis,157299,Pine Road,-26629295.5
John Smith,157632,Main Street Cityville State,-26685968
Emily Johnson,157965,Oak Avenue,-26742640.5
Michael Davis,158298,Pine Road,-26799313
John Smith,158631,Main Street Cityville State,-26855985.5
Emily Johnson,158964,Oak Avenue,-26912658
Michael Davis,159297,Pine Road,-26969330.5
John Smith,159630,Main Street Cityville State,-27026003
Emily Johnson,159963,Oak Avenue,-27082675.5
John Smith,160296,Main Street Cityville State,-27139348
Emily Johnson,160629,Oak Avenue,-27196020.5
Michael Davis,160962,Pine Road,-27252693
John Smith,161295,Main Street Cityville State,-27309365.5
John Smith,161628,Main Street Cityville State,-27366038
Emily Johnson,161961,Oak Avenue,-27422710.5
John Smith,162294,Main Street Cityville State,-27479383
Emily Johnson,162627,Oak Avenue,-27536055.5
Michael Davis,162960,Pine Road,-27592728
John Smith,163293,Main Street Cityville State,-27649400.5
Emily Johnson,163626,Oak Avenue,-27706073
Michael Davis,163959,Pine Road,-27762745.5
John Smith,164292,Main Street Cityville State,-27819418
Emily Johnson,164625,Oak Avenue,-27876090.5
Michael Davis,164958,Pine Road,-27932763
John Smith,165291,Main Street Cityville State,-27989435.5
Emily Johnson,165624,Oak Avenue,-28046108
Michael Davis,165957,Pine Road,-28102780.5
John Smith,166290,Main Street Cityville State,-28159453
Emily Johnson,166623,Oak Avenue,-28216125.5
Michael Davis,166956,Pine Road,-28272798
John Smith,167289,Main Street Cityville State,-28329470.5
Emily Johnson,167622,Oak Avenue,-28386143
Michael Davis,167955,Pine Road,-28442815.5
John Smith,168288,Main Street Cityville State,-28499488
Emily Johnson,168621,Oak Avenue,-28556160.5
Michael Davis,168954,Pine Road,-28612833
John Smith,169287,Main Street Cityville State,-28669505.5
Emily Johnson,169620,Oak Avenue,-28726178
John Smith,169953,Main Street Cityville State,-28782850.5
Emily Johnson,170286,Oak Avenue,-28839523
Michael Davis,170619,Pine Road,-28896195.5
John Smith,170952,Main Street Cityville State,-28952868
John Smith,171285,Main Street Cityville State,-29009540.5
Emily Johnson,171618,Oak Avenue,-29066213
John Smith,171951,Main Street Cityville State,-29122885.5
Emily Johnson,172284,Oak Avenue,-29179558
Michael Davis,172617,Pine Road,-29236230.5
John Smith,172950,Main Street Cityville State,-29292903
Emily Johnson,173283,Oak Avenue,-29349575.5
Michael Davis,173616,Pine Road,-29406248
John Smith,173949,Main Street Cityville State,-29462920.5
Emily Johnson,174282,Oak Avenue,-29519593
Michael Davis,174615,Pine Road,-29576265.5
John Smith,174948,Main Street Cityville State,-29632938
Emily Johnson,175281,Oak Avenue,-29689610.5
Michael Davis,175614,Pine Road,-29746283
John Smith,175947,Main Street Cityville State,-29802955.5
Emily Johnson,176280,Oak Avenue,-29859628
Michael Davis,176613,Pine Road,-29916300.5
John Smith,176946,Main Street Cityville State,-29972973
Emily Johnson,177279,Oak Avenue,-30029645.5
Michael Davis,177612,Pine Road,-30086318
John Smith,177945,Main Street Cityville State,-30142990.5
Emily Johnson,178278,Oak Avenue,-30199663
Michael Davis,178611,Pine Road,-30256335.5
John Smith,178944,Main Street Cityville State,-30313008
Emily Johnson,179277,Oak Avenue,-30369680.5
John Smith,179610,Main Street Cityville State,-30426353
Emily Johnson,179943,Oak Avenue,-30483025.5
Michael Davis,180276,Pine Road,-30539698
John Smith,180609,Main Street Cityville State,-30596370.5
John Smith,180942,Main Street Cityville State,-30653043
Emily Johnson,181275,Oak Avenue,-30709715.5
John Smith,181608,Main Street Cityville State,-30766388
Emily Johnson,181941,Oak Avenue,-30823060.5
Michael Davis,182274,Pine Road,-30879733
John Smith,182607,Main Street Cityville State,-30936405.5
Emily Johnson,182940,Oak Avenue,-30993078
Michael Davis,183273,Pine Road,-31049750.5
John Smith,183606,Main Street Cityville State,-31106423
Emily Johnson,183939,Oak Avenue,-31163095.5
Michael Davis,184272,Pine Road,-31219768
John Smith,184605,Main Street Cityville State,-31276440.5
Emily Johnson,184938,Oak Avenue,-31333113
Michael Davis,185271,Pine Road,-31389785.5
John Smith,185604,Main Street Cityville State,-31446458
Emily Johnson,185937,Oak Avenue,-31503130.5
Michael Davis,186270,Pine Road,-31559803
John Smith,186603,Main Street Cityville State,-31616475.5
Emily Johnson,186936,Oak Avenue,-31673148
Michael Davis,187269,Pine Road,-31729820.5
John Smith,187602,Main Street Cityville State,-31786493
Emily Johnson,187935,Oak Avenue,-31843165.5
Michael Davis,188268,Pine Road,-31899838
John Smith,188601,Main Street Cityville State,-31956510.5
Emily Johnson,188934,Oak Avenue,-32013183
John Smith,189267,Main Street Cityville State,-32069855.5
Emily Johnson,189600,Oak Avenue,-32126528
Michael Davis,189933,Pine Road,-32183200.5
John Smith,190266,Main Street Cityville State,-32239873
John Smith,190599,Main Street Cityville State,-32296545.5
Emily Johnson,190932,Oak Avenue,-32353218
John Smith,191265,Main Street Cityville State,-32409890.5
Emily Johnson,191598,Oak Avenue,-32466563
Michael Davis,191931,Pine Road,-32523235.5
John Smith,192264,Main Street Cityville State,-32579908
Emily Johnson,192597,Oak Avenue,-32636580.5
Michael Davis,192930,Pine Road,-32693253
John Smith,193263,Main Street Cityville State,-32749925.5
Emily Johnson,193596,Oak Avenue,-32806598
Michael Davis,193929,Pine Road,-32863270.5
John Smith,194262,Main Street Cityville State,-32919943
Emily Johnson,194595,Oak Avenue,-32976615.5
Michael Davis,194928,Pine Road,-33033288
John Smith,195261,Main Street Cityville State,-33089960.5
Emily Johnson,195594,Oak Avenue,-33146633
Michael Davis,195927,Pine Road,-33203305.5
